doc,pop_score
AFI 36-2646.pdf,6
"SEC DEF Memo, 10 24 2018, Establishment of Protecting Critical Technology Task Force, 10 24 2018 OCR (2).pdf",6
DoDI 4650.06 CH 1.pdf,6
DoDD 5111.10.pdf,6
S 1260 ES 117th.pdf,6
AFH 33-337_dup1.pdf,6
AR 600-8-19.pdf,6
AGO 1949-04.pdf,6
OPNAVINST 3811.1F.pdf,6
"JSI 5615.01, 3 27 2017 OCR.pdf",6
DoDM 5000.04.pdf,6
CJCSI 3265.01A.pdf,6
Public Private Talent Exchange.pdf,6
"SEC DEF Memo, Delegation of Authority for Office of Special Counsel Referrals within Military Departments, 5 28 2018 OCR.pdf",6
MCTP 3-40B.pdf,6
CJCSM 3150.14B.pdf,6
"Re-establishment of the Office of Director, Administration and Management.pdf",6
MILITARY SERVICE BY TRANSGENDER PERSONS AND PERSONS WITH GENDER DYSPHORIA.pdf,6
MCRP 2-10B.6.pdf,6
AGO 1947-01.pdf,6
AFI 36-129.pdf,6
DoDD 3160.01 CH 2.pdf,6
CNGBI 1400.25 Vol 800.pdf,6
MILPERSMAN 1730-020.pdf,6
AFI 32-6000.pdf,6
DoDI 5025.01 CH 3.pdf,6
MCO 12271.1.pdf,6
AFI 17-110.pdf,6
MCRP 2-10A.1_dup1.pdf,6
DoDI 6430.02.pdfnull,6
AGO 2000-02.pdf,6
Requirement for the Five Eyes Nations to Establish PKI Interoperability with DoD Classified Networks.pdf,6
DoDD 5111.13.pdf,6
AFMAN 11-2RC-26BV3.pdf,6
DoDM 4715.26 CH 2.pdf,6
"JSI 7200.01F, 5 15 2019 OCR.pdf",6
DTM-15-002 CH 7.pdf,6
DoDFMR V11BCH13.pdf,6
AFI 24-605V1.pdf,6
"Executive Orders 13836, 13837, and 13839.pdf",6
DoDI 5205.83 CH 1.pdf,6
ATP 4-33.pdf,6
AFI 36-3203.pdf,6
CFETP 1C7X1.pdf,6
Policy Guidance for Controlling Growth in Major Headquarters (Outside of the MilDeps).pdf,6
"DEP SEC DEF Memo, Total Force Manpower Governance for OSD, Defense Agencies, and DoD Field Activities, 6 6 2017 OCR.pdf",6
DoDI 6495.02 Volume 1 CH 5.pdf,6
DoDI 1015.11 CH 1.pdf,6
AFMAN 13-212V1.pdf,6
MCO P10110.42B.pdf,6
DoDM 3200.14 Volume 2 CH 2.pdf,6
BUMEDNOTE 6470.pdf,6
DoDD 5205.14 CH 3.pdf,6
DoDD 5240.02 CH 1.pdf,6
AFI 24-605V3.pdf,6
TC 90-1.pdf,6
"JSI 1350.01, 7 10 2015 OCR.pdf",6
DoDD 5505.13E CH 1.pdf,6
"FMR 13, 1 1 2020 OCR.pdf",6
ATP 6-02.53.pdf,6
NAVMC 3500.119A.pdf,6
ATP 3-35.pdf,6
DoDI 1322.22.pdf,6
Implementation of DoD Instruction 5210.pdf,6
SECNAVINST 5000.38C.pdf,6
BUMEDINST 4200.2D.pdf,6
DoDI 5240.19 CH 2.pdf,6
MCO 5400.52.pdf,6
OPNAVINST 3500.38B Appendix B.pdf,6
ARMY DIR 2020-06.pdf,6
AFH 15-101.pdf,6
CFETP 4V0X1.pdf,6
Designation of Senior Agency Official Execution of Waiver Procedures for the Sect889 Prohibitions on Contracting Entities.pdf,6
DoDI 5200.08 CH 3.pdf,6
DoD Support for the National Security Commission on Artificial Intelligence.pdf,6
HAFMD 1-24.pdf,6
AFMAN 16-1406V2.pdf,6
AFGM 2020-16-01.pdf,6
DoDD 3610.01.pdf,6
DoDD 5105.84.pdf,6
"JSI 8116.01, 8 6 2012 OCR.pdf",6
EDAPDF-C0B829C2F28000C0E0440025B3E8F0A7-GS06F0046M-W9124V12F0020-empty-empty-PDS-2012-05-23.pdf,6
DDI_CLS Memo to Components_FY20 ISOO Annual Reporting Requirements_30 Sep 2020.pdf,6
AFMAN 48-146.pdf,6
AFMAN 11-255V3.pdf,6
CJCSI 6731.01C.pdf,6
MCBUL 3900.pdf,6
DoDI 5045.01.pdf,6
DoDFMR V10CH23.pdf,6
AFI 61-301.pdf,6
AFI 34-219.pdf,6
DoDI 5205.13 CH 2.pdf,6
DoDFMR V10CH12.pdf,6
AFMAN 11-420.pdf,6
DoD Cloud Update (Corrected Copy).pdf,6
DoD Cloud Update.pdf,6
Preventing Unauthorized Disclosures of Classified Information or Controlled Unclassified Information.pdf,6
Policy Memo Implementing Guidelines For Periodic Review Of Guantanamo Bay Per Executive Order 13567.pdf,6
OPNAVINST 4700.7M.pdf,6
DoDD 5160.41E CH 2.pdf,6
CIM 1710.13D.pdf,6
ATP 3-90.98.pdf,6
DoDI 3325.11 CH 2.pdf,6
CFETP 1W0XXC3.pdf,6
MCRP 2-10B.5.pdf,6
DoDI 8582.01.pdf,6
DoDFMR V11ACH13.pdf,6
MCO 5090.2 ALL VOLUMES.pdf,6
COMNAVRESFORCOMINST 5040.1G.pdf,6
SECNAVINST 5500.38.pdf,6
DoDI 1341.02.pdf,6
DoDD 5148.11.pdf,6
AFTTP 3-2.83.pdf,6
AFI 36-2406.pdf,6
DoD 5400.11-R.pdf,6
AR 600-8-6.pdf,6
DoDI 5525.16 CH 3.pdf,6
Guidance for COVID-19 Surveillance and Screening with SARS-CoV-2 Testing.pdf,6
Classification of Full-Motion Video in Support of Algorithmic Warfare Cross-Functional Team Project Maven (FOUO).pdf,6
AFI 36-2113.pdf,6
CJCSI 1805.01B.pdf,6
NAVMC 3500.53D.pdf,6
CJCSM 3265.01A.pdf,6
Use of Masks and Other Public Health Measures.pdf,6
JROCM 075-19 16 July 2019 Signed.OCR.pdf,6
DAFPM 2021-36-01.pdf,6
AFI 65-601V2.pdf,6
DoDI 1400.25 Volume 3006.pdf,6
CFETP 3E7X1.pdf,6
MILPERSMAN 1754-010.pdf,6
CJCSI 4520.02E.pdf,6
AFI 13-500.pdf,6
AR 600-8-22.pdf,6
Memorandum of Understanding in Support of Operation Warp Speed.pdf,6
AFI 34-1201.pdf,6
Optimal Duration for Restriction of Movement.pdf,6
DoDI 6495.03.pdf,6
DoDD 5101.14 CH 2.pdf,6
DoDI 3305.15 CH 2.pdf,6
National Vetting Governance Board Membership and Support.pdf,6
Delegation of Authority to Extend or Terminate DoD Participation in Operation Warp Speed MOU.pdf,6
AFPD 32-70.pdf,5
OMBM M-18-20.pdf,5
AFPD 10-26.pdf,5
Statement of Administration Policy on H.R. 4909.pdf,5
EO 13355.pdf,5
AFMAN 63-119.pdf,5
"JSI 1440.01, 3 14 2014, CH 1, 7 Sep 2016 OCR.pdf",5
DoDD 3000.07 CH 1.pdf,5
FY 2017 DoD Organizational Assessment.pdf,5
DoDFMR V3CH15.pdf,5
OMBM M-18-23.pdf,5
SECNAVINST 12410.25B.pdf,5
DoDI 1322.29 CH 1.pdf,5
"Policy Memorandum, Implementing Guidelines for Periodic Review ofDetainees Held at Guantanamo Bay per Executive Order 13567.pdf",5
DoDD 5101.21E.pdf,5
CJCSI 3209.01.pdf,5
"Department Leadership Upon the Presidential Inauguration on January 20, 2017.pdf",5
Human Resources Flexibilities Available for Federal Employees Impacted by the 2019 Novel Coronavirus.pdf,5
CMDRS COMMANDER&#039;S GUIDE TO ENVIRONMENTAL MANAGEMENT.pdf,5
DoDM 3200.14 Volume 1 CH 2.pdf,5
FY 2014 and 2015 Combined DoD Operations Security Program Report.pdf,5
"SEC DEF Memo, Enterprise Management and Performance Accountability, 7 12 2018 OCR.pdf",5
CJCSM 5120.01B.pdf,5
DoDI 1015.10 CH 1.pdf,5
AFMAN 11-301V4.pdf,5
"DEP SEC DEF Memo, Transition of Policy Memo 16-002, 321 2019 OCR.pdf",5
DoDFMR V12CH7.pdf,5
DoDD 5525.04 CH 3.pdf,5
SECNAVINST 5430.7R CH-2.pdf,5
DoDI 8420.02.pdf,5
DoDI 1308.3.pdf,5
AR 25-13.pdf,5
CJCSI 8501.01B.pdf,5
AFI 24-602V2.pdf,5
AFI 13-550.pdf,5
AR 10-87.pdf,5
EO 13873.pdf,5
CFETP 1W0X1.pdf,5
Title 22.pdf,5
ARMY DIR 2019-35.pdf,5
DoDM 5200.02 Ch 1.pdf,5
DoDI 5400.16 CH 1.pdf,5
1997,5
DoDD 5143.02.pdf,5
DoDD 5101.08E CH 2.pdf,5
CFETP 4A0X1.pdf,5
AFI 44-176.pdf,5
CTA 50-900.pdf,5
DoDI 5240.05 CH 2.pdf,5
AFMAN 11-301V2.pdf,5
DoDD 5205.07 CH 2.pdf,5
AFI 24-602V4.pdf,5
Transfer of USD(I) Principal Staff Assistant Responsibilities for DoD Chemical and Biological Security.pdf,5
ADP 6-22.pdf,5
DoDI 4630.09.pdf,5
DoDI 3305.01 CH 2.pdf,5
BUPERSINST 5239.5.pdf,5
DoDI 3002.04 CH 1.pdf,5
Introduction and Use of Personal Wearable Fitness Devices and Headphones within DoD Accredited Spaces and Facilities.pdf,5
AR 5-9.pdf,5
DoDI 1241.01.pdf,5
NAVPERCOMINST 1650.3D.pdf,5
CJCSM 6510.03.pdf,5
CFETP 1C0X2.pdf,5
OPNAVINST 3502.8.pdf,5
DoDI 8410.03 CH 1.pdf,5
AFI 11-301V1.pdf,5
AR 690-200.pdf,5
AFI 17-210.pdf,5
AFJMAN 23-210.pdf,5
DoDFMR V3CH6.pdf,5
Review of F-35 Joint Strike Fighter Program.pdf,5
PAM 27-162.pdf,5
Defense Security Enterprise Business Process Reengineering.pdf,5
DoDI 1400.25 Volume 1702.pdf,5
ARMY DIR 2016-38.pdf,5
DoDI 1320.13.pdf,5
"DEP SEC DEF Memo, Establishment of OUSDRE and OUSDAS, 7 13 2018 OCR.pdf",5
FM 3-96.pdf,5
AFMAN 32-1065.pdf,5
DoDI 1444.02 Volume 2 CH 1.pdf,5
Common Data Link Management.pdf,5
CFETP 3E8X1.pdf,5
DAFPD 36-28.pdf,5
BUPERSINST 1001.39F.pdf,5
AFI 32-7001.pdf,5
DoDD 5210.56 CH 1.pdf,5
DoDM 5205.07 Volume 4 CH 2.pdf,5
MCO 1700.39.pdf,5
DoDI 5210.91 CH 2.pdf,5
OPNAVINST 3501.403.pdf,5
DoD Workforce Rationalization Plan (2017).pdf,5
CFETP 17X.pdf,5
PAM 12-1.pdf,5
DoDI 8540.01 CH 1.pdf,5
CJCSI 3152.01.pdf,5
On-Site Personnel Support for Operation Warp Speed.pdf,5
OPNAVINST 5239.1D.pdf,5
OMBM M-14-03.pdf,5
MCO 5200.17E.pdf,5
NAVMC 4000.5D.pdf,5
HOI 33-14.pdf,5
AFMAN 11-202V3.pdf,5
PAM 708-2.pdf,5
AR 608-1.pdf,5
"JSI 5120.01A, 9 7 2018 OCR.pdf",5
DoDI 5240.04 CH 2.pdf,5
"DoD 5500.7-R, 8 30 1993 OCR.pdf",5
Domicile to Duty Transportation (Title 31 USC Section 1344) for PFPA Drivers During Inclement Weather (2016).pdf,5
ATP 6-02.75.pdf,5
DCG VOL 67 PGS 171-216.pdf,5
AFI 36-117.pdf,5
DoDFMR V6ACH4.pdf,5
CFR-2021-title10-vol4.pdf,5
BUMEDINST 12620.2A.pdf,5
SECNAVINST 5000.2F.pdf,5
DoDD 5101.12E CH 3.pdf,5
AFI 63-138.pdf,5
"JSM 5250.01, 9 18 2014 OCR.pdf",5
DoDI 5305.5.pdf,5
Principal Deputy Assistant Secretary of Defense for Logistics and Materiel Readiness (Aug 2016).pdf,5
CFETP 21AX.pdf,5
AFTTP 3-2.42_IP.pdf,5
NGAI 1405.8(2021-07-30_11-33-21_84196)_20210730155509.pdf,5
AFI 32-9002.pdf,5
DoDI 4650.01 CH 1.pdf,5
CJCSI 3401.01E.pdf,5
Title 47.pdf,5
MCO 5231.3.pdf,5
STP 10-92A12-SM-TG.pdf,5
DoDFMR V3CH19.pdf,5
DTM-12-006 CH 9.pdf,5
CFETP 6C0X1.pdf,5
CJCSI 5320.01C,5
OPM Fact Sheets Use of Flex Work Schedules and Use of a Maxiflex Work Schedule in Response to COVID-19.pdf,5
CFETP 3E6X1WG.pdf,5
Policy Memorandum 15-002,5
DoDI 5525.19 CH 2.pdf,5
Final Report of the DSB on Deterring Preventing and Responding to the Threat or Use of Weapons of Mass Destruction.pdf,5
"DEP SEC DEF Memo, Designation of the Coordinator for Cultural Heritage Protection, 7 16 2018 OCR.pdf",5
"Reorg of the Directorate for Management, Policy, and Analysis, Office of the Deputy Chief Management Officer.pdf",5
DAFI 48-122.pdf,5
Principal level Coords.pdf,5
DoDM 5205.07 Volume 3 CH 3.pdf,5
OPNAVINST 3501.160C CH-2.pdf,5
FHP Supp 6 DoD Guidance for Coronavirus Disease 2019 Laboratory Diagnostic Testing Services.pdf,5
OMBM M-21-15.pdf,5
OPNAVINST 3501.395.pdf,5
AR 5-1.pdf,5
AFMAN 64-118.pdf,5
AFI 36-128.pdf,5
ATP 3-11.74.pdf,5
DoDI 1315.19.pdf,5
NGAI 8010.14(2021-07-30_11-33-16_11306)_20210730155144.pdf,5
Business Systems Financial Interoperability and the Standard Line of Accounting.pdf,5
DoDI 1225.06 CH 1.pdf,5
AFTTP 3-42.6.pdf,5
AFTTP 3-42.69.pdf,5
DoDI 1015.15 CH 1.pdf,5
SECNAVINST 5000.34G.pdf,5
PAM 70-3.pdf,5
AFMAN 16-1405.pdf,5
DoDI 1400.25 Volume 410.pdf,5
SECNAVINST 1000.11.pdf,5
AFMAN 16-1404V2.pdf,5
"SEC DEF Memo, National vetting Governance Board Membership and Support, 8 9 2018 OCR.pdf",5
AFI 16-608.pdf,5
AFI 13-219V1.pdf,5
DoDI 1300.26 CH 1.pdf,5
Report on Sensitive Compartmented Information Leaks in the DoD.pdf,5
"SEC DEF Memo, Designation of a Senior Official with Primary Responsibility for Artificial Intelligence, 10 2 2019 OCR.pdf",5
AFI 44-121.pdf,5
DoDFMR V15CH7.pdf,5
DoDI 5105.04.pdf,5
DoDM 3305.02 CH 3.pdf,5
SECNAVINST 5239.3C.pdf,5
SECNAVINST 3850.2E.pdf,5
OPNAVINST 5239.3A.pdf,5
Interim Digital Authentication Guidelines (Corrected).pdf,5
CFETP 2A6X6.pdf,5
SECNAVINST 5200.44.pdf,5
"DEP SEC DEF Memo, Update to the DoD Foreign Tax Relief Policy, 9 29 2017 OCR.pdf",5
DoDI 6490.07.pdf,5
DAFMAN 11-401.pdf,5
AFI 65-106.pdf,5
AFMAN 10-2502.pdf,5
ATP 6-02.45.pdf,5
AFI 10-208.pdf,5
DoDFMR V5CH9.pdf,5
NAVMC 3500.57C.pdf,5
SECNAVINST 5239.24.pdf,5
DoDI 1444.02 Volume 3 CH 1.pdf,5
DoDI 5000.82.pdf,4
CFETP 13DXA.pdf,4
Controlled Unclassified Information Implementation and Oversight for the Defense Industrial Base.pdf,4
CI 1330.1E.pdf,4
DoDM 4140.70 CH 2.pdf,4
Advancing the Civil-Military Dialogue in DoD&#039;s Headquarters.pdf,4
ARMY DIR 2019-27.pdf,4
SECNAVINST 5400.15D.pdf,4
DoDD 5142.01.pdf,4
EDAPDF-04260be3-78de-4d7b-a971-453062bf1d10-N0042119P0484-empty-empty-empty-PDS-2019-05-30.pdf,4
H.R 2153 IH 117th.pdf,4
AFMAN 36-204.pdf,4
Request for Approval of DoD Internal Information Collection WHS Focus Groups.pdf,4
DoDI 4161.02 CH 2.pdf,4
Establishment of an Electronic Warfare Executive Committee.pdf,4
DoDD 3000.03E CH 2.pdf,4
AFI 13-527.pdf,4
MCO 4600.39.pdf,4
Establishing A Cross-Functional Team for Personnel Vetting Transformation.pdf,4
AFPD 36-1.pdf,4
OMBM M-17-04.pdf,4
TAB A,4
CJCSI 3141.01F.pdf,4
OMBM M-10-23.pdfnull,4
AFPD 36-32.pdf,4
MCO 3104.1B.pdf,4
DoDI 3000.12 CH 1.pdf,4
Letters to Congress on Service Unfunded Priority Lists.pdf,4
FAR Subpart 37.1.html,4
Implementation of DoDI 1020.pdf,4
ATP 3-21.91.pdf,4
FAR Part 2.html,4
AFTTP 3-32.34V3.pdf,4
OPNAVINST 5420.106A.pdf,4
CFETP 3E0X2WG.pdf,4
SECNAVINST 1301.4B.pdf,4
DTM 16-005 Military Service of Transgender Service Members.pdf,4
H.Res 57 IH 117th.pdf,4
AFI 36-3003.pdf,4
DoDD 6490.02E CH 2.pdf,4
SECNAVINST 5430.80E.pdfnull,4
CFETP 3E5X1.pdf,4
NGAI 1416.2(2021-07-30_11-33-20_84534)_20210730155506.pdf,4
MCO 5530.14A.pdf,4
Creation of a new position of Deputy Assistant Secretary of Defense (DASD) for China.pdf,4
Guidance for Use of Embedded Computer Capabilities and External Computer Peripherals in Telework Environment.pdf,4
AR 1-201.pdf,4
CJCSI 5116.05.pdf,4
DoD 5G Implementation Plan.pdf,4
DoDI 1400.25 Volume 430.pdf,4
NAVMED P-117 MANMED CHANGE 125.pdf,4
DoDI 6495.02 Volume 2.pdf,4
DoDI 5230.24 CH 3.pdf,4
ATP 4-43.pdf,4
Ceremonial Support to the 2021 Presidential Inauguration.pdf,4
DFAR PART 215.html,4
FY 2021 Opening Guidance for the SES and Senior Professional Performance Appraisal Cycle.pdf,4
CFETP 3E0X2.pdf,4
AI 2 CH 1.pdf,4
CFETP 2W2X1.pdf,4
DoD Information Enterprise Architecture,4
CJCSI 6740.01C.pdf,4
Dual Compensation Waiver for COVID-19 Emergency.pdf,4
FM 7-22.pdf,4
HAFMD 1-4.pdf,4
FM 3-57.pdf,4
Designation of the Defense Security Service Director as the Head of a Defense Intelligence Component.pdf,4
AFMAN 11-2EC-130JV3.pdf,4
AR 601-280.pdf,4
Terms of Reference -- Transforming Department of Defense Core Business Processes for Revolutionary Change (Clear).pdf,4
AFVA 38-104.pdf,4
FAR Subpart 37.6.html,4
DoDI 5000.60 CH 2.pdf,4
AFPAM 10-1403.pdf,4
ICD 104.pdf,4
DoDI 1400.25 Volume 1250.pdf,4
ADB380809.pdf,4
CFETP 4N0X1X.pdf,4
OPNAVINST 3000.15A.pdf,4
Zero-Based Review of Military Department Medical Manpower.pdf,4
DoDFMR V10CH7.pdf,4
NGAI 5210.7(2021-07-30_11-33-14_74844)_20210730155032.pdf,4
DoD Performance Mgmt Appraisal Prog 2019-2020 Perf Plans Audit Findings and 2020-2021 Progress Review Requirements.pdf,4
DoDI 1322.19 CH 1.pdf,4
DTM 19-004,4
ATP 3-90.15.pdf,4
DoDD 1400.25.pdf,4
DoDFMR V8CH3.pdf,4
DoDFMR V6BCH5.pdf,4
AAMedP 1.10.pdf,4
Implementation of DFARS Clause 252.204-7012 with Attachment.pdf,4
Civilian Personnel Servicing Authority for the Office of the Chairman of the Joint Chiefs.pdf,4
DoDI 8580.1.pdf,4
Stewardship of CARES Act Funding Provided for CO VID-1 9 Response.pdf,4
DoD Conference Guidance Verson 4.0.pdf,4
Request for Presidential Approval to Transfer Civilian Personnel from the Military Departments to the Defense Health Agency.pdf,4
Approval of DoD Information Enterprise Architecture Data Center Reference Architecture v2.0.pdf,4
Control of Alcoholic Beverages on the Pentagon Reservation and in Leased Facilities in the NCR.pdf,4
CI 5330.4.pdf,4
DoDD 4715.21 CH 1.pdf,4
AFJQS 2S0X1.pdf,4
AFI 10-4301V3.pdf,4
DFAR SUBPART 212.5.html,4
CNGBI 7000.02.pdf,4
CJCSI 5760.01A.pdf,4
AFMAN 24-306.pdf,4
OPNAVINST 8027.1H.pdf,4
AGO 2001-24.pdf,4
DoDD 1344.10.pdf,4
"DEP SEC DEF Memo, Advisory Committee Management, 11 26 2018 OCR.pdf",4
Advisory Committee Management.pdf,4
BUMEDINST 5510.11.pdf,4
MCO 5510.18B.pdf,4
IRM-2300-03C.pdf,4
AR 614-200.pdf,4
DoDI 4120.24 CH 2.pdf,4
Further Reorganization of the Office of the Under Secretary of Defense for Personnel and Readiness (Action Memo).pdf,4
OPNAVINST 4630.26C.pdf,4
"Revised Annex A and Annex B for the January 4, 2012 State-Defense Non-reimbursable Exchange of Personnel MOU.pdf",4
FED LOG.html,4
ARMY DIR 2019-25.pdf,4
CFETP 1N1X1XA.pdf,4
DoDD 8260.05.pdf,4
CJCSI 1331.01D.pdf,4
MCO 5530_14A.pdf,4
Accession of Transgender Individuals into the Military Services.pdf,4
NAVMC 3500.128A.pdf,4
DoDI 1304.32 CH 1.pdf,4
ADP 7-0.pdf,4
OMBM M-19-21.pdf,4
AFPAM 10-219V5.pdf,4
TC 3-04.6.pdf,4
Planning and Execution Guidance for a Veterans Day Parade.pdf,4
CFETP RI9S100.pdf,4
OPNAVINST 5450.207E.pdf,4
AFPD 90-17.pdf,4
DoDD 8115.01.pdf,4
OMBM M-20-23.pdf,4
CFETP 2G0X1.pdf,4
DoDI 5000.76 CH 2.pdf,4
OMBM M-11-31.pdf,4
AFI 24-302.pdf,4
AFI 13-113V1.pdf,4
PAM 738-751.pdf,4
ICD 630.pdf,4
ICD 801.pdf,4
DoDI 1400.25 Volume 610 CH 1.pdf,4
DoDD 3000.09 CH 1.pdf,4
AFMAN 11-230.pdf,4
AFMAN 91-118.pdf,4
EDAPDF-49C4BD8B648A3D46E05400215A9BA3BA-FA830717D0005-empty-empty-empty-PDS-2017-03-02.pdf,4
DoDFMR V9CH5.pdf,4
AFI 48-103.pdf,4
DoDI 4140.73.pdf,4
AFI 36-4005.pdf,4
DoDI 3200.18 CH 2.pdf,4
MCO 5239.2B.pdf,4
HAFMD 1-24_Addendum-A.pdf,4
DoDFMR V1CHA.pdf,4
OPNAVINST 3140.55C.pdf,4
EDAPDF-54420C132A8C3B61E044000E7F4FE18C-FA304708P0727-empty-empty-empty-PDS-2008-08-12.pdf,4
MCO 4200.34.pdf,4
DoDM 4165.63 CH 2.pdf,4
OPNAVINST 2221.5D.pdf,4
OMBM M-21-25.pdf,4
SECNAVINST 3070.2A.pdf,4
CFETP 1N0X1.pdf,4
Direct Hiring Authority for Cyber Workforce Positions.pdf,4
DoDI 8580.02.pdf,4
"The Applicability of the Prevention, Assistance, and Response (PAR) Capabilities DoD-Wide.pdf",4
AFMAN 91-119.pdf,4
MCO 3058.1.pdf,4
MILPERSMAN 1301-237.pdf,4
"SEC DEF Memo, Guidance for the Domestic Use of Unmanned Aircraft Systems in the US National Airspace, 8 18 2018 OCR.pdf",4
JAGINST 5800.7F.pdf,4
TC 3-21.220.pdf,4
AFI 91-202.pdf,4
AFI 36-704.pdf,4
DoDI 5330.03.pdf,4
AI 17 CH 1.pdf,4
AFI 17-140.pdf,4
DFAR SUBPART 201.2.html,4
CMO Award for Excellence Program (May 2018).pdf,4
Disestablishment of the Air and Missile Defense Integrating Authority.pdf,4
DFAR SUBPART 250.4.html,4
CFETP 1C5X1.pdf,4
DoDM 4140.26 Volume 3.pdf,4
AFMAN 13-204V2.pdf,4
DoD Cybersecurity Campaign,4
DoDI 3025.23.pdf,4
AFTTP 3-42.51.pdf,4
AFI 11-2HC-130JV3_ADDENDA-A.pdf,4
AFI 10-2519.pdf,4
AFTTP 3-4.6_AS.pdf,4
CFETP 1C4X1.pdf,4
CFETP 1P0X1.pdf,4
AFPD 32-10.pdf,4
COMNAVRESFORCOMINST 2280.3D.pdf,4
SECNAVINST 5510.37A.pdf,4
AFPD 1.pdf,4
EO 13836.pdf,4
DFAR PART 205.html,4
DoDD 1200.7.pdf,4
Civilian Personnel Guidance Civilian Personnel Guidance for DOD Components in Responding to Coronavirus Disease 2019.pdf,4
CJCSI 3010.02E.pdf,4
AFI 24-301.pdf,4
The Secretarial Designee Program White Paper (OGC DoD Edits).pdf,4
AFMAN 11-2RC-135V1.pdf,4
AFI 10-402.pdf,4
NAVMC 3500.120A.pdf,4
20180829_Morning News of Note.pdf,4
AR 27-10.pdf,4
AFMAN 11-2E-3V1.pdf,4
OPNAVINST 3900.30.pdf,4
HAFMD 1-38.pdf,4
Approval of the Installation Processing Node (IPN) Element Description  v3,4
DAFI 90-7001.pdf,4
ATP 6-01.1.pdf,4
AR 608-18.pdf,4
AFMAN 11-2EAV1.pdf,4
OPNAVINST 1700.16B.pdf,4
AFI 11-102.pdf,4
FAR Part 52.html,4
DoDM 4140.25 Volume 6 CH 2.pdf,4
NAVMC 3500.94C.pdf,4
DoDD 5205.16 CH 2.pdf,4
AFMAN 11-2C-17V1.pdf,4
Submission of Proposed Continuing Resolution Anomalies for FY 2017.pdf,4
AFI 35-101.pdf,4
Military Decorations and Awards Guide.pdf,4
AFI 36-2645.pdf,4
AFI 51-110.pdf,4
Realignment of Safety and Occupational Health Policy and Oversight Functions in OSD.pdf,4
AFMAN 41-209.pdf,4
NGAD 1450(2021-07-30_11-32-40_91600)_20210730155413.pdf,4
Sexual Assault Prevention and Response (2013).pdf,4
AFMAN 11-2C-130HV1.pdf,4
AFI 51-1201.pdf,4
DFAR SUBPART 218.1.html,4
DoDI 8410.02.pdf,4
CFETP 3D1X4.pdf,4
AFMAN 10-207.pdf,4
AR 145-2.pdf,4
AR 405-90.pdf,4
NGAD 1025(2021-07-30_11-33-26_3494)_20210730155358.pdf,4
MCWP 5-10.pdf,4
ICD 750.pdf,4
DoDI 1300.06.pdf,4
DoDD 5134.13.pdf,4
MCCP 2.pdf,4
EDAPDF-5C93C520F2513DBCE05400215A9BA3BA-W9124D11D0036-0471-empty-03-PDS-2017-10-27.pdf,4
DFAR SUBPART 217.74.html,4
AFI 36-2501.pdf,4
OMBM M-17-03.pdf,4
CJCSM 3150.05D.pdf,4
AFMAN 11-2AC-130JV3.pdf,4
CI 12500.2.pdf,4
DoDI 5525.13 CH 2.pdf,4
Health Protection Condition Levels Guidance for Commanders Risk-Based Responses and Implementation of the Health Protection Condition Framework April 29 2021.pdf,4
AFI 36-2109.pdf,4
CJCSI 6290.01.pdf,4
AFI 36-130.pdf,4
AI 114 CH 1.pdf,4
DoDI 6055.01 CH 3.pdf,4
ATP 3-34.22.pdf,4
EO 13994.pdf,4
MCO 5230.20.pdf,4
AFMAN 11-2U-28V3.pdf,4
AR 600-78.pdf,4
Designation of Authority to Initiate Coordination and to Coordinate on DoD Issuances.pdf,4
ATP 1-0.1.pdf,4
OPNAVINST 11010.20H CH-1.pdf,4
DoDM 4500.36 CH 1.pdf,4
DoDM 5240.01.pdf,4
DoDFMR V2BCH16.pdf,4
DoD Cloud Strategy.pdf,4
COMNAVRESFORCOMINST 7100.1E.pdf,4
H.R. 3684 EAS 117th.pdf,4
AFMAN 41-216.pdf,4
CJCSI 3125.01D.pdf,4
DoDI 1005.16 CH 3.pdf,4
CFETP 2T2X1.pdf,4
DoDI 6200.03.pdf,4
PAM 40-506.pdf,4
SECNAVINST 5230.14.pdf,4
DoDM 4160.21 Volume 2 CH 3.pdf,4
Potential for Government Shutdown.PDF,4
AR 570-4.pdf,4
OPNAVINST 5530.13C.pdf,4
DoDI 8320.03 CH 2.pdf,4
AGO 1968-17.pdf,4
AI 8.pdf,4
AGO 1966-29.pdf,4
Commercial-Off-The-Shelf Unmanned Aerial Systems.pdf,4
AFI 32-1015.pdf,4
Health Protection Condition Levels Guidance for Commanders on Risk-Based Changing of Health Protection Condition Levels During the Coronavirus Disease 2019 Pandemic May 19 2020.pdf,4
Permanent Organizational Placement and Leadership of the Department&#039;s Civil Liberties Program.pdf,4
CIM 4105.13.pdf,4
Premium-Class Travel Program.pdf,4
AFI 48-117.pdf,4
AR 638-2.pdf,4
MCO 5000.14D.pdf,4
AFH 10-222V2.pdf,4
4th Estate Learning Management Workgroup.pdf,4
CREATION OF THE OFFICE OF THE SECRETARY OF DEFENSE DIRECTOR FOR STRATEGIC COMPETITION Final.pdf,4
DoDI 1342.22.pdf,4
DoDI 5010.43.pdf,4
SECNAVINST 5305.6.pdf,4
CCJO_JF_2030.pdf,4
CFETP 2A6X5.pdf,4
Re-establishment of the ASD for Intelligence Oversight and the Director of Admin and Mgmt.PDF,4
US MARINES AND IRREGULAR WARFARE 1898-2007.pdf,4
